x,y
-1.239791671559610009e+00,-2.062134965030693046e-01
-9.246308387373300408e-02,2.820555365803006920e-01
4.876553767601776723e-01,2.743009157745834425e+00
-1.205771913241229454e+00,8.991940347102360676e-01
9.047435775370532562e-01,-1.123579335966427228e+00
-2.156869050355704864e+00,2.552765552593310727e-01
-2.084201833916941027e+00,-1.149501032396690325e-01
5.836676964903233511e-01,7.686718272633258353e-01
-1.507311918635308112e+00,5.096071729134554751e-02
-1.457095497791659700e+00,1.401496949346695553e-01
5.734077053954387271e-01,-7.752969904648423505e-01
7.239143486538615058e-01,-1.144169254151896409e+00
-5.498995025668951264e-01,6.101817599812043857e-01
-8.194012039337159603e-01,1.653262989794857640e+00
1.916969611257100636e+00,1.257363759158173000e+00
2.840104613293687463e-01,-5.871481144350225723e-01
6.679616753876983504e-01,-2.209474054347703165e-01
2.665150421846666617e+00,1.637428929251320886e+00
-9.108582985320334835e-02,-3.015034914146663692e-01
-1.538374568070958848e+00,6.947258562667447679e-01
-5.001231428599910434e-01,8.218692641760297901e-01
-1.425908141413514629e+00,8.310923536693073377e-01
7.149468681398515324e-01,2.291080083519188015e-01
-9.199047651243313917e-01,4.737036989483977556e-01
1.276239106172587512e-01,-1.788282175007833263e+00
3.108606478194099187e-01,2.550320040775270192e-01
-1.625862842538096098e+00,-1.716444643429936745e+00
2.085346470638740346e+00,1.764124372895939707e+00
-2.378494874655381341e+00,1.984856880319031958e-01
-1.933344304620848497e+00,-5.023929962636670687e-01
-9.839976710428472995e-01,-3.692798477289757075e-01
1.057356867280169865e+00,4.757294338069970041e-03
-9.708965755355829508e-01,-4.350541951191446710e-01
-1.566060090660231108e+00,-1.023461925897227065e+00
-2.710590498045313268e-01,-9.433837301087399929e-02
5.088642291567752052e-01,-4.454678265176513219e-01
7.858129698436479016e-01,-1.039855777708401430e+00
1.690079333128691630e+00,9.343395322759596722e-01
8.556574933374380132e-01,-1.036199736972931662e+00
-1.023804786739910710e+00,-1.270591542218020287e-01
1.036328414721658486e+00,1.456842341350509384e+00
-3.535032023252948630e-01,-7.959939445589164775e-01
-1.927032481227782146e+00,2.185834388837605835e-01
-1.197831684066465341e+00,5.929740419471646318e-02
-1.285518700017741933e+00,3.261596016613978466e-01
2.113368410314453438e+00,2.063223635741074258e+00
9.872635705022707597e-01,-1.045634373794244842e+00
5.087552577465379589e-01,4.979661047039531940e-01
2.005114963382214732e+00,8.547476192035289300e-01
9.603006125385071812e-01,3.926634215391231475e-01
7.533269327639195989e-01,-4.230781364321375415e-01
-6.818284344636356131e-01,1.390193892468091441e+00
-1.789745297663105639e-01,8.305164258048105541e-01
1.428055261379263641e+00,1.052171708837103203e+00
2.730677541797227326e-01,-1.118055993622928401e+00
4.873924524307080008e-01,6.999640903719499541e-01
1.662723311562085859e+00,7.069556748490423148e-01
-5.520756459969228258e-01,-2.896328436271436990e-01
-6.188305000551930224e-02,1.958914244068785226e+00
-1.653197697927970555e+00,1.220129012260500856e+00
-2.018733468986024349e+00,7.314976154982888445e-03
-1.290138765040497182e+00,5.479557138664170601e-01
-1.521806269100778874e-01,-5.570124737268398185e-01
-1.312105658926457474e+00,-6.839414488848755136e-01
-8.346116004997283788e-01,-7.523777463705466628e-01
-1.429974203739578398e+00,-1.019204777781169691e-01
1.984082433808868617e-01,-4.802894281135002830e-01
4.048447901337257765e-02,-7.745469900833980015e-01
4.615703625106934438e-01,-2.422814124847386674e-01
-1.564241685492000489e+00,-6.328073453724205599e-01
-1.072102458619750287e+00,-1.505103742955706148e+00
-1.726208170668031450e+00,9.540768823033856094e-01
-1.667859112261225407e+00,1.699589257076506543e+00
-1.339159542049033202e-01,-7.286637926004493337e-01
-1.445038929800640304e+00,2.937145376144482123e-01
2.924888051010783863e-01,2.342219173499967555e-01
-4.727111473924344720e-01,-2.738771232750566997e-01
1.713422955452893914e+00,1.222840568499961034e-01
-5.087328098031939083e-01,-5.897631993135495909e-01
1.494451970631967441e+00,-1.134128857395071632e+00
-1.694186005615152812e-01,4.909204652866483443e-01
-2.067198490131879618e-01,9.269627012045933423e-01
-1.596302085837138396e+00,6.401641353906563081e-01
6.279027303388142744e-01,-3.906589207390340213e-01
-1.040229205280242208e+00,-3.566719677461335225e-01
-4.458869145184414795e-01,-2.024540271628523236e-01
1.962113729556469899e+00,7.793933544014031156e-03
1.098702945436949463e+00,1.172009362279656575e+00
-2.326654760217869711e-01,-3.773007690483247689e-01
-4.050446373345673035e-02,1.484465553806885163e+00
8.474914531064503542e-02,-1.484866051476174675e-02
-5.573281785536392530e-01,7.061814745043210051e-01
-7.509818927944453826e-01,-6.028085871080129943e-01
1.704299797505264280e+00,-3.088240250664840425e-01
9.789572760364986248e-01,5.155044526793162163e-03
2.338418809079950700e-02,-7.281700840893010618e-01
-1.181545540515823500e+00,-8.729972926593293492e-02
2.382534839076432931e+00,1.332005754802705777e+00
1.012703241385627617e+00,1.276772003550497248e+00
1.403227544345422850e-01,2.279534138988683623e-01
1.543120426603357132e+00,-9.244618449338415367e-02
-5.215975299440134272e-01,-1.348590995255209313e+00
-6.965243772230758079e-01,6.374412576779885375e-01
-1.148394953404224150e+00,-1.118231963379630045e-01
1.747705843980080997e+00,7.238023552521322124e-01
8.011139919541721000e-01,-1.257338829642975497e-01
5.397512065335269282e-01,-1.079011726803866367e+00
-1.415911311429409736e-01,1.235982968047724562e+00
-1.025152838483498474e+00,-7.166100215764648063e-01
-1.289444714743277487e+00,-3.066082962296766690e-01
8.416307327426972851e-01,7.421503603256318637e-02
5.439938004952790118e-01,-6.146828937595961717e-01
-9.216268523087098874e-01,7.643280794527915756e-01
2.227182751347088208e-01,7.260182314819979554e-01
-6.689053726724064619e-02,1.417999266931886382e-01
-6.828943843453754159e-01,-7.789063909128559615e-01
5.073841092470132708e-01,4.546380405438276151e-01
-4.527334046458871830e-01,3.825927156174818711e-01
5.368866179624268709e-01,-8.019059206436798259e-01
1.365853355887114651e+00,2.485500467647020706e+00
-1.513687598545860657e+00,3.939723719421629466e-01
-4.273272435854942319e-01,8.067977611888176304e-01
1.703819893392335638e+00,-2.087534206304484385e+00
1.093354990224143952e+00,-3.382381077579081907e-01
5.246157856256161711e-01,-5.350951040186713303e-01
3.349767990467111378e+00,9.099433083807059175e-01
7.096391718091894507e-01,-3.774605158869039911e-01
-6.768963459324797149e-01,-7.250498028376916038e-01
1.342098930612096508e+00,-1.328513746444527577e+00
-5.837842765041246773e-01,-7.176722549594974909e-01
-1.753519386761743348e+00,1.033560383779409397e+00
-5.578595242860417969e-01,-8.416208521065742243e-01
-1.017490144309792122e+00,-1.772951216746457281e-01
1.493649864826130047e+00,5.875576746830582509e-02
-2.755571270284620233e-01,2.722395699216665133e+00
4.615353057379902868e-01,-4.792909892979909103e-01
-1.116364849748117116e-01,-1.016630745781398559e+00
-7.977527037279508182e-02,6.658013098402526531e-01
1.287116216710099126e+00,-1.248702855788346444e-01
3.466634937879168876e-01,-9.593822843683058599e-02
-6.071693597418768018e-01,3.866949410594155978e-01
-3.433279225034688853e-01,-2.551777095470584289e-01
1.115255856646477639e-01,-3.627727959373380773e-01
2.972718522591784041e-01,-1.216003757109748840e+00
-1.783701079318943394e-01,-4.788537086867112880e-01
3.236507299896307366e-02,-1.096604632776627009e+00
-1.132139637502153295e+00,1.251121366994433881e+00
-1.549309997267947492e-02,-8.822551098089125299e-01
-1.700345501707864804e+00,1.644649775173419703e+00
1.093774675878276259e+00,7.655666514953064494e-01
-2.079739679248143513e+00,-1.066416615952711089e-01
6.361706547285832514e-01,-1.092170862843303558e+00
-1.712856508290062640e+00,-6.315547349586398962e-01
2.920420478986448520e-01,4.331112912306483986e-02
-1.472829435283036781e-01,4.539725671508132443e-02
-1.787138378248326775e+00,-4.569940769603302311e-01
-3.869722870268366699e-01,2.969376185992689265e-01
5.088155585545065529e-01,-1.128344598326356474e+00
-1.254482788497148782e+00,2.165261395327826022e-01
1.291245521891912329e+00,8.198743723313850484e-02
-1.617290181347269984e+00,2.724139442415605128e-01
4.288450493607101066e-01,-9.757870978332416900e-02
-4.430629287309594821e-01,1.248080423077734480e+00
-5.170646954969199127e-01,-1.356269151150998331e-01
1.208603154178402361e+00,2.230045828852443623e+00
5.865138198052526342e-01,-3.647431690732211851e-01
-1.476954699050666009e-01,4.075201973946221967e-01
-2.393379381581823839e-01,5.310396639347556569e-01
-7.406115818957089703e-01,6.565681266841161268e-01
4.336192766640313279e-01,-6.820615204559092870e-01
1.186719154817631683e+00,8.595841557366674657e-01
6.697400562944514357e-01,-1.440740267695524546e+00
-1.943924520228803576e+00,6.769943607487836079e-01
1.584178616592312183e-01,-3.197761945267997841e-01
2.658366410907134214e-01,-1.410531100593764187e+00
5.015413505105177361e-01,-1.589604255396750876e+00
5.625840265930074358e-01,-1.069061577210437042e+00
-1.917547745405663306e-01,-5.646996978445240067e-02
-1.039337761734961063e+00,1.416984088142690945e+00
-2.059214611008686191e-02,2.254270978233473777e+00
1.636223300581379492e-01,5.854553632499448490e-01
-3.433688911901529028e-01,1.686140911835993572e+00
6.420387353586602952e-01,-9.182265626393301128e-01
2.441612073745099420e-01,1.225759464077874394e+00
-2.324289262481155083e-02,1.366039963853754591e+00
-8.261657421601094065e-01,1.470181859545288683e+00
5.247782153272201322e-02,-3.636324146462739937e-01
-1.235351408398762452e+00,1.257922185276317828e+00
-1.797000497930465013e+00,-1.175732071521335076e+00
7.033410602432612624e-01,9.100414254322128915e-01
-1.340005539019149650e+00,2.272556429446699056e-01
-7.131603379248923069e-01,-2.386885417394862152e+00
-9.282718045550109043e-01,-7.476647011075304716e-01
6.268282771408333343e-01,1.295397698244211027e+00
5.800220127712319984e-01,3.089336011682545721e-02
-9.306135501891101836e-01,-2.884987711684431910e-01
-1.163926783066153492e+00,-4.419316992495660457e-01
2.200993650935154200e+00,1.112163250348640053e+00
-4.530855665912655317e-01,-2.298094614775074263e+00
1.459913252807925055e-01,1.097945299999263158e+00
5.812197721464047451e-01,-2.132544026301654294e-01
1.823886022178523580e+00,8.851161074659333883e-01
3.617152370636460557e-01,-1.017867825882071697e+00
6.339783978892419292e-01,6.823006010385418429e-01
-5.818631853494933281e-01,1.255732150365979738e+00
-4.249863685774750710e-01,-5.268620071201741695e-01
9.395540859641222653e-01,7.639615108833418544e-01
4.198956895826200797e-01,-5.064888219707077699e-01
1.158307483646365377e+00,1.883726026459922875e-01
5.243758663921282981e-02,1.213966342875349991e-01
2.486558983059453443e+00,7.323667793450684416e-01
-1.936349287955930309e+00,2.912864623177964241e+00
-7.549469953350755880e-01,1.537621918154260969e+00
-1.355829378275024144e+00,6.659764554292588734e-01
-9.288490234006887558e-01,-5.809207755660537043e-01
1.910591429066591518e-01,-7.666152450574544863e-01
-9.154995715983674232e-02,-1.188448982928818509e+00
1.381663734959193590e+00,1.488256439955001342e+00
3.387379217241670015e-01,-1.344093427157336595e+00
2.301905160113255910e-01,-5.771942180281214307e-01
-2.073279753993230723e-01,1.381738576892288073e+00
-2.203485916171400993e-01,4.318649062282614581e-02
6.399357235679153932e-02,-5.581884803158949637e-01
-1.120946249315380783e+00,-1.198345995377892104e+00
1.919235655549339226e-01,-8.126098687623207750e-01
-2.183391819328766303e-01,-1.398618321321861035e+00
-4.208505181494819336e-01,-8.388841959220958433e-01
-2.448385935018295712e+00,1.079673308158247691e+00
-1.540898020629190568e-01,2.860305026206558798e-01
4.013985839404025091e-01,-1.376723032357601850e+00
-5.138370502982161359e-01,2.401359880805921776e+00
7.240270793353494883e-01,-4.505950248630088972e-01
-3.456806816773816404e-02,1.464996812475019006e+00
8.330180644949291002e-01,-1.936088349277913512e-01
-5.218563803669409307e-01,-5.150342343254737942e-01
-6.506120332181829502e-01,-7.454126090344288524e-01
1.929732312754701695e-01,-8.570734653882694509e-01
1.524717527719435806e+00,8.204351070938268320e-01
2.922400929617783860e-01,5.340728924989430748e-01
3.063290507058067380e-01,-1.070532547795881584e+00
2.119832257189439240e+00,1.003340746957364527e+00
2.031083647708184503e-01,2.026906678529877048e+00
1.217967581044065772e+00,5.085150468714186855e-01
5.675041725680465277e-01,-1.085907296930268995e+00
-9.898908102216773530e-01,6.218427688883887416e-01
1.388150977592344237e-01,-1.722524814984551345e+00
1.276673982864415247e-02,-9.599164662816410676e-01
-4.305211571693482453e-01,1.320318419351037775e+00
-1.538360329306493579e+00,1.238798722467094215e+00
-1.420468045782509625e+00,6.160201364881097152e-01
1.326406173968099900e+00,3.529044764098963616e-01
1.640679966008784518e+00,9.247340220692378265e-01
8.819620828452432448e-01,-4.512053119632122300e-01
9.110605930501073368e-01,2.690669308862642772e+00
-1.775928030153063331e-01,-5.962902820610083143e-01
-4.521652086496659173e-01,-1.178021179630875714e+00
1.618736929529809965e+00,2.508283504666097841e-02
-1.375993841113986260e+00,3.776571066570421076e-01
7.860872359074115856e-01,-1.835861144837663828e-01
-2.036520101540842675e-01,1.163169072154045747e+00
2.067218014463312326e+00,-6.151389138676616186e-01
4.900034015467661375e-01,-4.725572212986581810e-01
-1.330567365768773769e+00,3.048135838353681626e-01
4.679360073402207831e-01,-2.019793235523266617e+00
-2.340871829095798162e+00,1.114334673359644645e+00
6.546561005292650393e-01,7.508142183668857772e-01
-7.649531605232919862e-01,9.232500944860955183e-02
2.785994455010093462e-02,-3.293278678671140991e-02
-3.151490923481129469e-01,-1.326480787900458091e+00
6.637267116728731153e-01,-7.006745228297159844e-01
1.085719566144741188e+00,2.775508870262010319e+00
7.405794232304574454e-01,1.597153005379803092e+00
6.127724993741902049e-01,-3.985749358681285326e-01
-1.799568946786984924e-01,-1.113051322310839808e+00
1.915662659857153560e+00,2.095129006965992247e+00
1.169727060388373152e+00,-7.605691242201492175e-01
-1.228677360715619837e+00,-1.590947813568361902e+00
-9.898073619660666678e-01,8.407889683492777988e-02
-1.034961711951682517e+00,-6.023222619477293094e-01
-2.652592782861145082e-01,1.972614073757591457e+00
2.440257277982823547e-01,-5.108234204724505512e-01
2.443664799080664807e-01,2.030858693788438196e-01
1.651202022019859994e+00,7.420696029568558671e-01
-1.015541949312088299e+00,1.204036824571899533e+00
-9.920918523792128241e-01,-1.621148704613779135e+00
6.692817534128926438e-01,-1.359848242269438567e-01
-3.027798558966016129e-01,-1.541856079475748098e+00
1.288950624842502668e+00,8.586887493329389276e-01
-1.434405618879522004e+00,2.761626178314950941e-01
1.289126769028328345e+00,3.456365990353948980e-01
-1.783626927107667404e-01,-6.709754961852342214e-01
6.166641583869492127e-01,-3.020843622054140143e-01
-2.277920271073670400e-01,-3.097006218694351443e-01
-1.626084632098669380e-01,-7.675982571090871343e-01
1.282367161323935134e-01,-5.552772211838017391e-01
-1.463265918732999271e+00,9.050332913455146899e-01
-4.009480884290363978e-01,1.770833874471969160e+00
-6.971408191727959114e-01,9.617369523927514763e-01
-7.555282773570899391e-01,1.143130489821092999e+00
1.183636837117796325e-01,-6.086775977423555251e-01
-1.215629051644974590e+00,-1.129791849951859772e+00
-5.397033548957428373e-01,-3.775180280561412083e-01
-6.662075054557745624e-01,2.917482673111881919e-02
-1.018484884172450533e+00,6.516153142415073152e-01
6.486651905364830828e-01,-3.700761136707039212e-01
-6.632226217367498400e-01,1.070624491526710020e+00
-1.191069423931712112e+00,4.495409001427769224e-01
5.773594058932208783e-01,3.451696356469554500e-02
1.989877250559029864e+00,1.747432329820275410e+00
1.595380988694881541e+00,1.128037957878718633e-01
1.607140690472160793e+00,-5.528284372652558787e-02
-1.717585650703625344e+00,-7.098612623747502237e-02
-6.620625943244075051e-01,3.863245159795911654e-01
-2.131518082961595173e+00,-9.038185589709535339e-04
-1.059234083649131408e+00,-4.674218878958846801e-02
-1.631449089887176740e+00,2.628760609106537416e-01
2.344038228884404162e-01,-3.849606157789417504e-01
5.179486028322549673e-01,-6.106998897181298291e-01
9.360176257231821451e-01,1.875415504393735056e+00
1.668749901886072418e-01,-1.254571941152391235e+00
-5.144674794045166477e-01,-2.223312342811146203e-01
-3.588225823269317050e-01,-9.039336203093237820e-01
2.992481820173202856e-01,-5.503299744464263954e-01
-2.721539686670724767e-01,5.632497172607500158e-01
-4.972525170622288382e-01,1.209199554637052643e-03
-8.289464958077148449e-01,3.210582198910001406e-01
-1.994526599938706957e+00,1.444027062983601617e-01
-6.353901406630210191e-01,9.672582282793257269e-01
-8.747957979434951570e-01,1.317373456671371734e+00
1.237329374269262150e+00,-1.256420117589203356e+00
-2.277018807007226142e-01,-8.379740692443043981e-02
-1.785392849993659103e+00,6.480857812493205916e-01
